ID,code,parameter,analyzed_material_1,analyzed_material_2,sample_preparation,chemical_treatment,technique,laboratory,analyst,number_of_replicates,instrument,date,comment,detection_limit,detection_limit_unit,total_procedural_blank_value,total_procedural_unit
reepmeyer2011b_tm,reepmeyer2011_B,Tm,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_yb,reepmeyer2011_B,Yb,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_lu,reepmeyer2011_B,Lu,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_ta,reepmeyer2011_B,Ta,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_w,reepmeyer2011_B,W,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_th,reepmeyer2011_B,Th,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_u,reepmeyer2011_B,U,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_pb207pb206,reepmeyer2011_B,Pb207_Pb206,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_pb208pb206,reepmeyer2011_B,Pb208_Pb206,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
mccoy2011a_rb,mccoy2011_A,Rb,Whole rock,Sample surface,,,ED-XRF,University of Otago,"McCoy, Mark",,Bruker AXS,,"Bruker AXS EDXRF protocol follows current best practices for using portable XRF(see Shackley, 2010). Instrument settings were similar to previous studies of obsidian and pitchstone",,,,
mccoy2011a_sr,mccoy2011_A,Sr,Whole rock,Sample surface,,,ED-XRF,University of Otago,"McCoy, Mark",,Bruker AXS,,"Bruker AXS EDXRF protocol follows current best practices for using portable XRF(see Shackley, 2010). Instrument settings were similar to previous studies of obsidian and pitchstone",,,,
mccoy2011a_y,mccoy2011_A,Y,Whole rock,Sample surface,,,ED-XRF,University of Otago,"McCoy, Mark",,Bruker AXS,,"Bruker AXS EDXRF protocol follows current best practices for using portable XRF(see Shackley, 2010). Instrument settings were similar to previous studies of obsidian and pitchstone",,,,
mccoy2011a_zr,mccoy2011_A,Zr,Whole rock,Sample surface,,,ED-XRF,University of Otago,"McCoy, Mark",,Bruker AXS,,"Bruker AXS EDXRF protocol follows current best practices for using portable XRF(see Shackley, 2010). Instrument settings were similar to previous studies of obsidian and pitchstone",,,,
mccoy2011a_nb,mccoy2011_A,Nb,Whole rock,Sample surface,,,ED-XRF,University of Otago,"McCoy, Mark",,Bruker AXS,,"Bruker AXS EDXRF protocol follows current best practices for using portable XRF(see Shackley, 2010). Instrument settings were similar to previous studies of obsidian and pitchstone",,,,
mills2011a_sio2,mills2011_A,SiO2,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2011a_tio2,mills2011_A,TiO2,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2011a_al2o3,mills2011_A,Al2O3,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2011a_cao,mills2011_A,CaO,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2011a_mgo,mills2011_A,MgO,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2011a_k2o,mills2011_A,K2O,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2011a_na2o,mills2011_A,Na2O,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2011a_v,mills2011_A,V,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2011a_ni,mills2011_A,Ni,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2011a_cu,mills2011_A,Cu,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2011a_zn,mills2011_A,Zn,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2011a_rb,mills2011_A,Rb,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2011a_sr,mills2011_A,Sr,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2011a_y,mills2011_A,Y,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2011a_zr,mills2011_A,Zr,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2011a_nb,mills2011_A,Nb,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2011a_ba,mills2011_A,Ba,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2008a_sio2,mills2008_A,SiO2,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2008a_tio2,mills2008_A,TiO2,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2008a_al2o3,mills2008_A,Al2O3,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2008a_cao,mills2008_A,CaO,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2008a_mgo,mills2008_A,MgO,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2008a_k2o,mills2008_A,K2O,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2008a_v,mills2008_A,V,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2008a_mn,mills2008_A,Mn,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2008a_ni,mills2008_A,Ni,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2008a_cu,mills2008_A,Cu,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2008a_zn,mills2008_A,Zn,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2008a_rb,mills2008_A,Rb,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2008a_sr,mills2008_A,Sr,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2008a_y,mills2008_A,Y,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2008a_zr,mills2008_A,Zr,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
mills2008a_nb,mills2008_A,Nb,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
putzi2015a_sio2,putzi2015_A,SiO2,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
putzi2015a_tio2,putzi2015_A,TiO2,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
putzi2015a_al2o3,putzi2015_A,Al2O3,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
putzi2015a_cao,putzi2015_A,CaO,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
putzi2015a_mgo,putzi2015_A,MgO,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
putzi2015a_k2o,putzi2015_A,K2O,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
putzi2015a_na2o,putzi2015_A,Na2O,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
putzi2015a_v,putzi2015_A,V,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
putzi2015a_mn,putzi2015_A,Mn,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
putzi2015a_cu,putzi2015_A,Cu,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
putzi2015a_zn,putzi2015_A,Zn,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
putzi2015a_rb,putzi2015_A,Rb,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
putzi2015a_sr,putzi2015_A,Sr,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
putzi2015a_y,putzi2015_A,Y,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
putzi2015a_zr,putzi2015_A,Zr,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
putzi2015a_nb,putzi2015_A,Nb,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
putzi2015a_ba,putzi2015_A,Ba,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
putzi2015a_la,putzi2015_A,La,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
putzi2015a_ce,putzi2015_A,Ce,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
putzi2015a_pb,putzi2015_A,Pb,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
putzi2015a_ni,putzi2015_A,Ni,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
divito2020a_cu,divito2020_A,Cu,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
divito2020a_zn,divito2020_A,Zn,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
divito2020a_rb,divito2020_A,Rb,Whole rock,Sample surface,,,ED-XRF,University of Hawai‘i at Hilo,"Mills, Peter ; Lundblad, Steven",,ThermoNoran QuanX,,See methodology of Lundblad et al. (2008),,,,
